,Position,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
6224,2,63.0,50.0,61.0,65.0,37.0,64.0,55.0,33.0,57.0,68.0,74.0,78.0,74.0,64.0,65.0,58.0,81.0,80.0,78.0,47.0,62.0,67.0,59.0,55.0,58.0,69.0,60.0,70.0,69.0,14.0,6.0,8.0,11.0,9.0
161,1,62.0,74.0,42.0,88.0,71.0,88.0,64.0,70.0,78.0,88.0,78.0,60.0,89.0,82.0,90.0,76.0,53.0,82.0,58.0,73.0,78.0,75.0,74.0,81.0,58.0,79.0,68.0,62.0,61.0,7.0,14.0,15.0,14.0,9.0
8424,0,46.0,67.0,62.0,55.0,47.0,74.0,47.0,50.0,43.0,65.0,86.0,78.0,75.0,56.0,45.0,74.0,68.0,58.0,63.0,65.0,35.0,11.0,64.0,48.0,71.0,57.0,11.0,14.0,16.0,10.0,7.0,8.0,6.0,15.0
16543,1,52.0,52.0,49.0,55.0,39.0,55.0,33.0,32.0,52.0,56.0,62.0,75.0,77.0,61.0,76.0,50.0,79.0,53.0,71.0,47.0,49.0,49.0,53.0,55.0,40.0,50.0,41.0,37.0,38.0,9.0,13.0,8.0,10.0,9.0
14434,0,55.0,63.0,54.0,45.0,41.0,61.0,48.0,32.0,39.0,58.0,90.0,88.0,68.0,59.0,74.0,52.0,64.0,70.0,61.0,48.0,33.0,14.0,56.0,49.0,61.0,54.0,17.0,14.0,15.0,12.0,7.0,13.0,7.0,7.0
16350,3,9.0,7.0,10.0,23.0,10.0,8.0,9.0,7.0,21.0,17.0,40.0,41.0,44.0,57.0,50.0,21.0,59.0,28.0,52.0,15.0,13.0,23.0,9.0,49.0,20.0,45.0,21.0,8.0,10.0,57.0,53.0,55.0,54.0,59.0
12907,1,63.0,57.0,41.0,58.0,48.0,64.0,45.0,38.0,54.0,60.0,75.0,75.0,69.0,58.0,67.0,61.0,75.0,79.0,63.0,51.0,56.0,32.0,57.0,55.0,45.0,47.0,39.0,26.0,27.0,14.0,12.0,7.0,7.0,13.0
17421,2,49.0,27.0,41.0,42.0,31.0,58.0,31.0,28.0,31.0,48.0,63.0,53.0,54.0,55.0,67.0,31.0,66.0,61.0,44.0,30.0,55.0,51.0,51.0,40.0,38.0,34.0,52.0,58.0,57.0,7.0,12.0,15.0,10.0,6.0
4576,0,45.0,71.0,68.0,56.0,64.0,65.0,56.0,35.0,43.0,68.0,78.0,76.0,78.0,67.0,70.0,72.0,83.0,72.0,86.0,63.0,68.0,33.0,68.0,53.0,66.0,62.0,27.0,20.0,16.0,12.0,7.0,10.0,13.0,14.0
12152,1,64.0,55.0,61.0,68.0,40.0,57.0,52.0,62.0,62.0,59.0,66.0,66.0,63.0,66.0,77.0,63.0,71.0,61.0,55.0,61.0,63.0,66.0,55.0,62.0,60.0,60.0,45.0,66.0,63.0,10.0,14.0,15.0,10.0,8.0
17660,0,43.0,52.0,44.0,50.0,41.0,55.0,48.0,32.0,41.0,47.0,78.0,71.0,62.0,47.0,75.0,49.0,53.0,55.0,72.0,46.0,65.0,17.0,44.0,47.0,46.0,44.0,15.0,14.0,12.0,12.0,14.0,8.0,7.0,8.0
8663,1,60.0,67.0,52.0,61.0,64.0,70.0,56.0,40.0,56.0,66.0,79.0,77.0,81.0,62.0,83.0,70.0,80.0,59.0,61.0,57.0,54.0,17.0,63.0,63.0,62.0,71.0,18.0,14.0,12.0,13.0,7.0,8.0,14.0,11.0
9901,1,53.0,39.0,59.0,68.0,43.0,64.0,35.0,40.0,63.0,64.0,69.0,66.0,58.0,63.0,37.0,59.0,62.0,75.0,78.0,40.0,65.0,65.0,53.0,58.0,45.0,58.0,63.0,61.0,55.0,11.0,11.0,14.0,14.0,6.0
2876,3,14.0,11.0,17.0,30.0,13.0,14.0,11.0,11.0,15.0,23.0,59.0,59.0,33.0,65.0,44.0,46.0,82.0,39.0,66.0,13.0,37.0,24.0,17.0,43.0,21.0,58.0,15.0,12.0,17.0,76.0,69.0,67.0,74.0,74.0
3081,0,74.0,62.0,38.0,73.0,74.0,75.0,58.0,54.0,66.0,73.0,86.0,76.0,84.0,74.0,64.0,69.0,45.0,62.0,52.0,74.0,36.0,22.0,68.0,73.0,57.0,76.0,31.0,26.0,23.0,7.0,9.0,14.0,13.0,6.0
3341,0,64.0,66.0,76.0,73.0,68.0,74.0,65.0,63.0,63.0,71.0,51.0,59.0,70.0,73.0,76.0,76.0,86.0,71.0,88.0,62.0,77.0,34.0,74.0,79.0,69.0,81.0,54.0,36.0,28.0,6.0,14.0,8.0,7.0,11.0
7832,3,19.0,13.0,15.0,37.0,14.0,16.0,13.0,18.0,34.0,18.0,48.0,49.0,34.0,57.0,55.0,25.0,57.0,28.0,54.0,18.0,20.0,18.0,10.0,40.0,23.0,51.0,19.0,18.0,17.0,71.0,59.0,69.0,68.0,68.0
14018,1,55.0,44.0,63.0,69.0,41.0,62.0,43.0,39.0,66.0,64.0,67.0,64.0,62.0,59.0,66.0,58.0,61.0,59.0,60.0,37.0,63.0,54.0,39.0,57.0,48.0,49.0,53.0,59.0,63.0,14.0,7.0,9.0,7.0,12.0
13470,3,21.0,15.0,23.0,26.0,19.0,14.0,15.0,23.0,37.0,19.0,33.0,29.0,43.0,61.0,48.0,23.0,54.0,27.0,63.0,19.0,33.0,18.0,10.0,44.0,22.0,61.0,20.0,21.0,21.0,63.0,58.0,56.0,61.0,65.0
16261,2,31.0,23.0,53.0,52.0,36.0,30.0,35.0,35.0,36.0,47.0,67.0,62.0,50.0,49.0,52.0,47.0,63.0,55.0,71.0,24.0,47.0,56.0,31.0,39.0,42.0,44.0,57.0,62.0,56.0,7.0,14.0,13.0,9.0,11.0
8420,1,64.0,66.0,37.0,65.0,66.0,71.0,65.0,66.0,62.0,69.0,68.0,67.0,67.0,62.0,65.0,67.0,65.0,52.0,62.0,64.0,55.0,18.0,67.0,65.0,61.0,65.0,28.0,26.0,27.0,14.0,8.0,9.0,14.0,11.0
11269,2,71.0,45.0,57.0,68.0,51.0,66.0,65.0,41.0,70.0,71.0,60.0,70.0,63.0,57.0,57.0,58.0,64.0,64.0,65.0,42.0,59.0,59.0,56.0,54.0,48.0,53.0,55.0,62.0,62.0,14.0,9.0,12.0,10.0,8.0
14103,2,23.0,23.0,60.0,47.0,24.0,40.0,22.0,23.0,38.0,37.0,60.0,65.0,41.0,52.0,72.0,33.0,72.0,68.0,71.0,19.0,65.0,59.0,26.0,30.0,36.0,46.0,59.0,64.0,61.0,7.0,7.0,10.0,13.0,12.0
15259,0,39.0,62.0,57.0,57.0,44.0,52.0,41.0,55.0,41.0,54.0,64.0,72.0,59.0,52.0,63.0,58.0,62.0,55.0,60.0,59.0,32.0,16.0,63.0,52.0,64.0,52.0,17.0,19.0,19.0,11.0,8.0,9.0,9.0,9.0
13304,1,39.0,50.0,39.0,53.0,37.0,71.0,41.0,41.0,54.0,70.0,81.0,82.0,80.0,60.0,80.0,51.0,52.0,49.0,34.0,44.0,42.0,28.0,53.0,59.0,47.0,53.0,31.0,32.0,38.0,10.0,12.0,14.0,6.0,7.0
11871,2,25.0,24.0,70.0,56.0,21.0,29.0,22.0,22.0,70.0,46.0,52.0,48.0,49.0,57.0,63.0,37.0,74.0,75.0,75.0,35.0,56.0,59.0,29.0,33.0,32.0,53.0,61.0,66.0,61.0,9.0,9.0,16.0,10.0,11.0
9362,1,64.0,62.0,32.0,63.0,57.0,64.0,65.0,66.0,60.0,62.0,78.0,78.0,73.0,61.0,68.0,62.0,59.0,70.0,57.0,65.0,48.0,42.0,65.0,64.0,48.0,63.0,52.0,39.0,38.0,1.0,1.0,1.0,1.0,1.0
18042,0,25.0,58.0,47.0,38.0,31.0,42.0,30.0,28.0,31.0,46.0,64.0,61.0,59.0,49.0,55.0,50.0,61.0,53.0,40.0,46.0,26.0,19.0,49.0,40.0,59.0,43.0,17.0,13.0,12.0,12.0,5.0,11.0,6.0,5.0
2536,0,77.0,68.0,59.0,75.0,71.0,77.0,79.0,74.0,67.0,80.0,77.0,77.0,72.0,65.0,77.0,72.0,66.0,32.0,73.0,77.0,60.0,41.0,71.0,68.0,76.0,73.0,35.0,31.0,24.0,9.0,14.0,7.0,12.0,9.0
2307,0,69.0,72.0,74.0,69.0,72.0,75.0,71.0,70.0,60.0,74.0,75.0,75.0,76.0,73.0,75.0,73.0,88.0,77.0,73.0,71.0,54.0,44.0,75.0,69.0,73.0,74.0,41.0,38.0,33.0,6.0,8.0,8.0,8.0,9.0
14128,1,60.0,62.0,53.0,53.0,59.0,62.0,63.0,66.0,50.0,65.0,73.0,70.0,66.0,53.0,75.0,63.0,63.0,62.0,63.0,55.0,56.0,40.0,61.0,49.0,57.0,52.0,23.0,40.0,37.0,11.0,7.0,8.0,10.0,13.0
17623,0,25.0,58.0,65.0,47.0,43.0,46.0,29.0,25.0,23.0,44.0,53.0,53.0,48.0,42.0,45.0,48.0,53.0,60.0,78.0,43.0,57.0,20.0,50.0,38.0,50.0,41.0,23.0,30.0,24.0,12.0,9.0,14.0,6.0,13.0
12810,0,44.0,63.0,68.0,62.0,47.0,60.0,46.0,52.0,57.0,58.0,70.0,71.0,65.0,58.0,58.0,59.0,81.0,69.0,72.0,55.0,60.0,36.0,62.0,44.0,40.0,55.0,33.0,28.0,35.0,7.0,7.0,10.0,10.0,7.0
3215,1,50.0,34.0,58.0,76.0,36.0,73.0,63.0,45.0,74.0,76.0,72.0,61.0,82.0,66.0,75.0,62.0,68.0,81.0,58.0,55.0,68.0,69.0,50.0,71.0,56.0,62.0,62.0,70.0,68.0,9.0,11.0,12.0,11.0,8.0
13111,1,43.0,50.0,54.0,66.0,42.0,60.0,46.0,47.0,61.0,64.0,68.0,67.0,63.0,57.0,67.0,73.0,66.0,68.0,68.0,54.0,58.0,58.0,50.0,63.0,45.0,61.0,53.0,57.0,50.0,13.0,12.0,7.0,9.0,15.0
2714,1,72.0,56.0,59.0,78.0,75.0,69.0,80.0,82.0,77.0,78.0,50.0,51.0,60.0,73.0,74.0,76.0,31.0,34.0,80.0,74.0,58.0,56.0,70.0,83.0,63.0,81.0,55.0,49.0,48.0,10.0,16.0,15.0,7.0,13.0
8712,1,61.0,58.0,61.0,68.0,67.0,77.0,71.0,58.0,63.0,71.0,60.0,67.0,67.0,69.0,69.0,67.0,68.0,34.0,71.0,63.0,65.0,54.0,68.0,62.0,66.0,68.0,45.0,57.0,54.0,8.0,7.0,16.0,13.0,9.0
5047,2,66.0,36.0,57.0,67.0,35.0,66.0,57.0,49.0,63.0,68.0,73.0,74.0,67.0,72.0,70.0,56.0,54.0,76.0,65.0,48.0,71.0,68.0,59.0,60.0,46.0,73.0,66.0,66.0,69.0,12.0,12.0,15.0,13.0,14.0
10468,2,28.0,43.0,67.0,37.0,49.0,45.0,22.0,27.0,21.0,53.0,62.0,62.0,65.0,57.0,57.0,51.0,75.0,55.0,73.0,34.0,71.0,66.0,29.0,32.0,38.0,56.0,60.0,66.0,63.0,8.0,11.0,12.0,7.0,13.0
3756,2,64.0,73.0,49.0,68.0,65.0,72.0,69.0,59.0,62.0,74.0,74.0,76.0,80.0,70.0,65.0,70.0,64.0,70.0,66.0,77.0,45.0,34.0,69.0,73.0,51.0,73.0,54.0,30.0,28.0,14.0,13.0,12.0,15.0,13.0
609,3,17.0,14.0,11.0,28.0,15.0,14.0,24.0,20.0,26.0,12.0,48.0,46.0,62.0,76.0,43.0,19.0,63.0,36.0,54.0,12.0,27.0,19.0,11.0,53.0,24.0,60.0,16.0,11.0,11.0,77.0,78.0,77.0,79.0,81.0
6795,2,19.0,17.0,69.0,62.0,13.0,35.0,33.0,30.0,42.0,51.0,62.0,67.0,68.0,64.0,68.0,43.0,70.0,84.0,74.0,23.0,72.0,67.0,45.0,35.0,33.0,55.0,66.0,65.0,64.0,12.0,7.0,16.0,7.0,10.0
9448,2,48.0,30.0,68.0,64.0,31.0,35.0,30.0,32.0,29.0,66.0,41.0,48.0,47.0,62.0,59.0,38.0,71.0,51.0,69.0,33.0,62.0,66.0,47.0,25.0,28.0,47.0,67.0,66.0,61.0,9.0,11.0,10.0,14.0,10.0
14955,1,58.0,53.0,48.0,68.0,38.0,52.0,34.0,45.0,64.0,56.0,59.0,61.0,65.0,55.0,79.0,48.0,65.0,60.0,57.0,50.0,50.0,30.0,56.0,63.0,51.0,43.0,40.0,38.0,42.0,13.0,6.0,6.0,15.0,11.0
10130,3,13.0,20.0,21.0,29.0,18.0,17.0,19.0,13.0,19.0,18.0,46.0,48.0,45.0,53.0,56.0,23.0,62.0,33.0,70.0,19.0,24.0,20.0,14.0,13.0,25.0,23.0,17.0,17.0,19.0,66.0,60.0,61.0,65.0,71.0
5273,0,48.0,72.0,68.0,66.0,71.0,65.0,50.0,51.0,45.0,72.0,65.0,73.0,56.0,64.0,59.0,69.0,71.0,71.0,66.0,65.0,35.0,19.0,70.0,56.0,55.0,59.0,18.0,14.0,15.0,6.0,8.0,8.0,10.0,12.0
7445,1,50.0,55.0,59.0,71.0,49.0,64.0,59.0,39.0,65.0,67.0,71.0,70.0,79.0,67.0,76.0,66.0,75.0,86.0,59.0,55.0,73.0,63.0,64.0,65.0,43.0,67.0,65.0,68.0,65.0,9.0,7.0,13.0,11.0,15.0
7807,3,10.0,13.0,13.0,31.0,10.0,16.0,11.0,14.0,32.0,15.0,54.0,51.0,53.0,63.0,52.0,12.0,50.0,23.0,68.0,12.0,21.0,24.0,11.0,10.0,17.0,41.0,16.0,10.0,14.0,67.0,64.0,66.0,66.0,67.0
16512,1,37.0,54.0,46.0,61.0,33.0,60.0,33.0,39.0,65.0,64.0,58.0,60.0,56.0,50.0,64.0,46.0,61.0,47.0,52.0,31.0,59.0,48.0,58.0,64.0,57.0,42.0,52.0,50.0,56.0,14.0,8.0,9.0,13.0,6.0
14829,2,38.0,25.0,62.0,55.0,34.0,47.0,32.0,29.0,53.0,49.0,56.0,54.0,48.0,57.0,63.0,48.0,70.0,55.0,62.0,34.0,53.0,53.0,31.0,36.0,42.0,50.0,61.0,62.0,58.0,13.0,12.0,10.0,14.0,6.0
9856,1,61.0,70.0,68.0,71.0,54.0,66.0,43.0,37.0,64.0,65.0,61.0,66.0,82.0,60.0,72.0,70.0,84.0,60.0,65.0,63.0,61.0,55.0,70.0,67.0,46.0,50.0,39.0,27.0,23.0,12.0,7.0,13.0,8.0,10.0
5558,3,12.0,19.0,20.0,56.0,20.0,17.0,18.0,15.0,50.0,38.0,45.0,41.0,48.0,66.0,38.0,25.0,38.0,29.0,42.0,14.0,24.0,11.0,15.0,33.0,26.0,46.0,28.0,14.0,13.0,68.0,72.0,61.0,67.0,71.0
4593,3,11.0,19.0,14.0,21.0,15.0,14.0,19.0,14.0,29.0,21.0,48.0,50.0,33.0,70.0,41.0,22.0,63.0,34.0,63.0,12.0,41.0,24.0,13.0,42.0,11.0,67.0,13.0,14.0,13.0,70.0,69.0,66.0,72.0,71.0
7189,2,30.0,38.0,61.0,60.0,25.0,46.0,23.0,30.0,53.0,51.0,64.0,68.0,47.0,67.0,56.0,43.0,76.0,65.0,75.0,26.0,69.0,65.0,36.0,49.0,34.0,62.0,67.0,69.0,67.0,7.0,7.0,10.0,10.0,12.0
13147,2,47.0,34.0,59.0,60.0,30.0,51.0,39.0,31.0,55.0,53.0,62.0,64.0,60.0,52.0,58.0,48.0,66.0,67.0,66.0,31.0,59.0,66.0,48.0,46.0,36.0,60.0,59.0,67.0,66.0,9.0,11.0,10.0,9.0,14.0
17091,2,29.0,22.0,52.0,40.0,28.0,34.0,26.0,33.0,30.0,36.0,54.0,54.0,45.0,46.0,68.0,43.0,66.0,58.0,49.0,20.0,47.0,55.0,32.0,30.0,44.0,41.0,52.0,67.0,58.0,14.0,14.0,10.0,5.0,8.0
7893,2,38.0,16.0,62.0,66.0,47.0,50.0,24.0,22.0,69.0,63.0,35.0,51.0,55.0,67.0,60.0,68.0,74.0,65.0,73.0,46.0,68.0,73.0,18.0,45.0,55.0,62.0,52.0,69.0,71.0,8.0,12.0,11.0,13.0,14.0
11671,0,62.0,63.0,46.0,61.0,57.0,69.0,49.0,45.0,51.0,68.0,74.0,75.0,68.0,54.0,80.0,67.0,47.0,56.0,59.0,48.0,30.0,26.0,61.0,55.0,63.0,58.0,30.0,36.0,33.0,9.0,14.0,6.0,12.0,8.0
14698,1,54.0,59.0,43.0,61.0,46.0,60.0,49.0,48.0,55.0,59.0,68.0,69.0,65.0,57.0,75.0,53.0,58.0,59.0,49.0,52.0,47.0,31.0,56.0,54.0,55.0,56.0,32.0,35.0,33.0,13.0,9.0,11.0,6.0,13.0
10643,0,40.0,62.0,60.0,60.0,54.0,66.0,54.0,42.0,50.0,67.0,81.0,78.0,64.0,53.0,59.0,64.0,80.0,78.0,78.0,50.0,70.0,29.0,64.0,59.0,64.0,54.0,22.0,17.0,17.0,8.0,13.0,9.0,11.0,6.0
2477,1,58.0,61.0,64.0,76.0,52.0,65.0,57.0,59.0,75.0,74.0,61.0,54.0,59.0,79.0,67.0,79.0,67.0,72.0,72.0,63.0,81.0,68.0,76.0,73.0,70.0,77.0,72.0,72.0,70.0,6.0,14.0,9.0,9.0,9.0
13158,1,62.0,49.0,53.0,64.0,48.0,60.0,51.0,54.0,63.0,60.0,66.0,67.0,59.0,58.0,39.0,68.0,48.0,84.0,85.0,57.0,85.0,53.0,53.0,59.0,49.0,58.0,62.0,63.0,51.0,12.0,12.0,7.0,9.0,8.0
13209,2,48.0,32.0,64.0,51.0,28.0,39.0,29.0,31.0,37.0,49.0,65.0,73.0,51.0,46.0,57.0,55.0,79.0,64.0,91.0,37.0,74.0,54.0,21.0,27.0,49.0,48.0,52.0,59.0,58.0,13.0,8.0,11.0,13.0,10.0
3496,0,43.0,76.0,85.0,60.0,62.0,56.0,48.0,35.0,46.0,63.0,70.0,76.0,68.0,67.0,56.0,73.0,83.0,71.0,83.0,56.0,72.0,36.0,75.0,60.0,61.0,65.0,17.0,29.0,19.0,15.0,8.0,14.0,10.0,11.0
16192,3,13.0,10.0,20.0,35.0,12.0,15.0,11.0,10.0,32.0,24.0,64.0,62.0,64.0,56.0,68.0,38.0,72.0,41.0,62.0,12.0,15.0,15.0,13.0,25.0,38.0,39.0,12.0,11.0,13.0,58.0,54.0,54.0,58.0,58.0
11076,2,66.0,27.0,59.0,62.0,26.0,57.0,29.0,22.0,61.0,60.0,53.0,64.0,55.0,62.0,60.0,27.0,71.0,53.0,69.0,31.0,52.0,67.0,41.0,31.0,34.0,62.0,65.0,66.0,64.0,15.0,11.0,10.0,12.0,7.0
3770,1,56.0,67.0,44.0,75.0,60.0,75.0,68.0,65.0,73.0,74.0,60.0,65.0,67.0,71.0,71.0,75.0,58.0,68.0,76.0,70.0,76.0,69.0,65.0,67.0,62.0,74.0,69.0,68.0,62.0,14.0,14.0,8.0,15.0,10.0
7785,0,58.0,68.0,72.0,58.0,59.0,68.0,43.0,31.0,35.0,70.0,67.0,69.0,55.0,56.0,30.0,66.0,67.0,63.0,77.0,56.0,55.0,19.0,63.0,54.0,55.0,64.0,25.0,28.0,22.0,12.0,9.0,14.0,11.0,9.0
13035,0,59.0,62.0,52.0,52.0,49.0,65.0,51.0,41.0,42.0,61.0,84.0,86.0,74.0,58.0,73.0,69.0,71.0,73.0,74.0,61.0,45.0,20.0,55.0,52.0,50.0,48.0,21.0,23.0,24.0,9.0,13.0,13.0,9.0,9.0
9996,2,55.0,28.0,60.0,60.0,25.0,54.0,49.0,35.0,49.0,61.0,76.0,69.0,66.0,61.0,66.0,56.0,63.0,68.0,67.0,43.0,62.0,59.0,49.0,40.0,38.0,47.0,62.0,66.0,70.0,10.0,11.0,11.0,9.0,11.0
9639,3,13.0,13.0,12.0,31.0,17.0,14.0,15.0,14.0,22.0,24.0,46.0,44.0,39.0,68.0,38.0,18.0,55.0,32.0,66.0,19.0,24.0,18.0,15.0,25.0,25.0,61.0,19.0,19.0,14.0,67.0,60.0,60.0,64.0,70.0
8503,1,35.0,49.0,59.0,68.0,47.0,52.0,59.0,49.0,64.0,65.0,62.0,48.0,69.0,71.0,61.0,71.0,69.0,55.0,75.0,53.0,72.0,74.0,49.0,58.0,60.0,58.0,64.0,65.0,59.0,10.0,16.0,15.0,10.0,7.0
760,3,15.0,19.0,24.0,24.0,19.0,16.0,23.0,11.0,33.0,19.0,49.0,34.0,45.0,75.0,42.0,54.0,60.0,43.0,76.0,18.0,24.0,18.0,12.0,45.0,23.0,58.0,22.0,13.0,13.0,81.0,73.0,66.0,81.0,75.0
11633,1,62.0,54.0,47.0,65.0,34.0,63.0,61.0,66.0,63.0,63.0,66.0,70.0,71.0,59.0,70.0,58.0,59.0,69.0,69.0,52.0,68.0,64.0,54.0,66.0,62.0,64.0,42.0,60.0,51.0,10.0,11.0,10.0,13.0,13.0
8523,0,50.0,66.0,70.0,65.0,56.0,61.0,46.0,40.0,57.0,67.0,66.0,67.0,68.0,62.0,61.0,67.0,74.0,63.0,68.0,61.0,45.0,12.0,68.0,50.0,62.0,64.0,24.0,11.0,14.0,13.0,11.0,10.0,14.0,15.0
5333,0,68.0,66.0,46.0,72.0,59.0,72.0,67.0,61.0,66.0,71.0,77.0,72.0,79.0,67.0,73.0,68.0,56.0,79.0,64.0,62.0,63.0,59.0,68.0,69.0,49.0,71.0,56.0,61.0,53.0,15.0,6.0,8.0,9.0,8.0
7330,1,65.0,66.0,59.0,64.0,49.0,65.0,42.0,41.0,63.0,69.0,80.0,75.0,75.0,60.0,68.0,58.0,70.0,68.0,61.0,57.0,47.0,33.0,67.0,63.0,58.0,55.0,35.0,25.0,31.0,6.0,12.0,12.0,15.0,8.0
15584,1,56.0,44.0,42.0,54.0,42.0,61.0,54.0,42.0,42.0,57.0,86.0,84.0,81.0,48.0,71.0,58.0,64.0,70.0,54.0,42.0,38.0,22.0,47.0,48.0,46.0,56.0,20.0,28.0,23.0,14.0,11.0,5.0,7.0,9.0
14812,2,62.0,55.0,59.0,59.0,23.0,60.0,56.0,56.0,58.0,50.0,66.0,61.0,62.0,56.0,54.0,31.0,68.0,60.0,85.0,54.0,57.0,55.0,64.0,67.0,61.0,56.0,45.0,62.0,59.0,11.0,6.0,16.0,12.0,7.0
9085,2,29.0,19.0,60.0,64.0,24.0,45.0,31.0,25.0,62.0,55.0,34.0,38.0,35.0,59.0,50.0,34.0,58.0,57.0,73.0,26.0,65.0,65.0,23.0,58.0,30.0,70.0,67.0,68.0,65.0,5.0,12.0,7.0,6.0,13.0
12071,3,10.0,5.0,12.0,23.0,8.0,13.0,11.0,13.0,22.0,16.0,39.0,33.0,55.0,65.0,42.0,22.0,67.0,26.0,52.0,5.0,21.0,6.0,5.0,34.0,17.0,42.0,13.0,13.0,12.0,60.0,62.0,58.0,55.0,69.0
5938,2,42.0,40.0,71.0,70.0,14.0,51.0,28.0,35.0,61.0,65.0,54.0,60.0,47.0,58.0,50.0,65.0,71.0,89.0,82.0,12.0,78.0,66.0,40.0,56.0,38.0,62.0,62.0,68.0,64.0,14.0,6.0,6.0,11.0,9.0
965,1,74.0,66.0,60.0,79.0,67.0,76.0,87.0,61.0,73.0,78.0,83.0,77.0,81.0,78.0,74.0,71.0,64.0,73.0,64.0,72.0,48.0,45.0,67.0,80.0,67.0,71.0,30.0,32.0,22.0,7.0,12.0,11.0,12.0,12.0
10648,2,65.0,45.0,57.0,62.0,40.0,66.0,53.0,32.0,54.0,65.0,78.0,79.0,69.0,59.0,68.0,63.0,82.0,72.0,74.0,41.0,69.0,49.0,57.0,49.0,43.0,59.0,62.0,63.0,63.0,12.0,8.0,12.0,6.0,7.0
661,0,53.0,80.0,80.0,70.0,81.0,75.0,42.0,46.0,49.0,80.0,65.0,71.0,65.0,75.0,54.0,82.0,74.0,71.0,79.0,75.0,71.0,37.0,79.0,65.0,70.0,63.0,35.0,34.0,21.0,7.0,9.0,8.0,13.0,13.0
16949,0,29.0,61.0,56.0,44.0,40.0,54.0,35.0,29.0,30.0,54.0,65.0,71.0,64.0,56.0,72.0,46.0,62.0,59.0,48.0,52.0,46.0,18.0,55.0,49.0,68.0,50.0,23.0,11.0,14.0,8.0,9.0,11.0,8.0,10.0
4306,2,35.0,34.0,66.0,58.0,30.0,55.0,35.0,25.0,59.0,58.0,69.0,71.0,72.0,68.0,55.0,53.0,74.0,63.0,75.0,38.0,72.0,72.0,35.0,39.0,41.0,72.0,69.0,74.0,65.0,15.0,12.0,10.0,10.0,8.0
14796,2,36.0,10.0,62.0,40.0,30.0,40.0,32.0,28.0,40.0,42.0,54.0,55.0,54.0,44.0,60.0,52.0,78.0,64.0,64.0,36.0,44.0,58.0,18.0,27.0,38.0,54.0,58.0,68.0,68.0,15.0,5.0,12.0,7.0,6.0
7380,2,25.0,21.0,69.0,57.0,25.0,48.0,23.0,21.0,38.0,45.0,55.0,56.0,52.0,61.0,57.0,38.0,77.0,68.0,77.0,21.0,74.0,67.0,21.0,31.0,30.0,49.0,64.0,68.0,65.0,8.0,12.0,10.0,15.0,9.0
4167,2,62.0,60.0,69.0,62.0,53.0,66.0,66.0,67.0,64.0,66.0,63.0,55.0,65.0,77.0,63.0,80.0,67.0,67.0,80.0,72.0,84.0,66.0,67.0,69.0,68.0,56.0,68.0,69.0,64.0,8.0,13.0,16.0,12.0,8.0
6332,2,58.0,31.0,65.0,55.0,36.0,44.0,39.0,42.0,62.0,55.0,66.0,63.0,58.0,71.0,55.0,33.0,65.0,69.0,74.0,28.0,84.0,62.0,34.0,35.0,54.0,51.0,70.0,71.0,65.0,16.0,9.0,16.0,14.0,7.0
14905,1,56.0,54.0,50.0,60.0,53.0,59.0,54.0,46.0,56.0,58.0,72.0,64.0,73.0,59.0,76.0,61.0,68.0,67.0,54.0,54.0,41.0,20.0,57.0,60.0,56.0,54.0,24.0,20.0,15.0,9.0,12.0,10.0,13.0,10.0
13335,1,50.0,46.0,49.0,71.0,50.0,69.0,56.0,47.0,66.0,67.0,66.0,63.0,79.0,55.0,59.0,58.0,52.0,53.0,34.0,48.0,40.0,37.0,58.0,64.0,55.0,63.0,50.0,44.0,44.0,9.0,7.0,10.0,14.0,8.0
17283,2,40.0,29.0,47.0,57.0,27.0,50.0,25.0,28.0,55.0,52.0,64.0,63.0,44.0,45.0,58.0,39.0,70.0,56.0,66.0,33.0,44.0,52.0,32.0,28.0,37.0,44.0,52.0,53.0,51.0,13.0,11.0,10.0,12.0,7.0
4556,0,58.0,72.0,67.0,67.0,58.0,70.0,67.0,59.0,60.0,74.0,73.0,72.0,70.0,67.0,62.0,68.0,62.0,73.0,66.0,62.0,56.0,54.0,73.0,62.0,69.0,69.0,28.0,23.0,18.0,9.0,7.0,11.0,6.0,16.0
758,0,48.0,81.0,83.0,64.0,75.0,74.0,46.0,34.0,45.0,76.0,58.0,54.0,53.0,75.0,39.0,84.0,74.0,82.0,83.0,75.0,80.0,25.0,80.0,53.0,75.0,68.0,23.0,22.0,27.0,15.0,7.0,12.0,7.0,9.0
13506,1,53.0,57.0,61.0,57.0,59.0,63.0,53.0,52.0,52.0,62.0,77.0,79.0,58.0,58.0,51.0,61.0,63.0,71.0,82.0,55.0,59.0,24.0,59.0,54.0,46.0,55.0,22.0,22.0,21.0,7.0,12.0,16.0,16.0,13.0
